iter	MultiClass
279	0.5682454638
280	0.567848715
281	0.5672997971
282	0.5663509886
283	0.5657588226
284	0.5654831931
285	0.5649262047
286	0.5640768914
287	0.5634624237
288	0.5632313977
289	0.5625506409
290	0.5621026968
291	0.5615268567
292	0.5610750313
293	0.5602709375
294	0.5599710349
295	0.5592212783
296	0.558780419
297	0.5580534571
298	0.5574451501
299	0.5571568296
300	0.5564694809
301	0.5561538069
302	0.5557066637
303	0.5551354441
304	0.5543746599
305	0.5539151953
306	0.5531043247
307	0.5524521536
308	0.5519405695
309	0.5512935734
310	0.5510451742
311	0.5500253944
312	0.5491213125
313	0.5485115269
314	0.5479574956
315	0.5475401702
316	0.546608858
317	0.546142247
318	0.5453810932
319	0.5446275786
320	0.5440351662
321	0.5433930986
322	0.5425907914
323	0.5421210384
324	0.541733654
325	0.5415087886
326	0.5410195062
327	0.5404848812
328	0.5400904119
329	0.5398163226
330	0.5388769399
331	0.5384385449
332	0.5379142697
333	0.5373070717
334	0.5369295443
335	0.5361530504
336	0.5352574086
337	0.5347542031
338	0.5343517249
339	0.5337173582
340	0.5331250074
341	0.5323989695
342	0.5319520111
343	0.531459094
344	0.5309882937
345	0.5302042837
346	0.5294479352
347	0.5289605627
348	0.5282115454
349	0.5274043712
350	0.5269612325
351	0.5264260529
352	0.5259116965
353	0.5252928548
354	0.524900665
355	0.5245272037
356	0.5241309478
357	0.523730133
358	0.5232359837
359	0.5229706426
360	0.5224734745
361	0.5221781308
362	0.5218525997
363	0.5215183204
364	0.5206497857
365	0.520143623
366	0.5197923402
367	0.5193577648
368	0.5186799652
369	0.5178902874
370	0.5174708057
371	0.5169627332
372	0.5161948642
373	0.5157682361
374	0.515240203
375	0.5149687628
376	0.5145809163
377	0.5142728508
378	0.5138142795
379	0.5131060152
380	0.5125112309
381	0.5121836976
382	0.5113214468
383	0.5106776542
384	0.5104596889
385	0.5099405887
386	0.5092138732
387	0.5088103477
388	0.5080875134
389	0.5074635583
390	0.5071569097
391	0.5065511902
392	0.505805777
393	0.5050690195
394	0.5047106211
395	0.5044300939
396	0.5039019375
397	0.5036433116
398	0.5033359853
399	0.5028888113
400	0.5023385997
401	0.5015301933
402	0.5011458584
403	0.5005819392
404	0.4999398716
405	0.4992616408
406	0.498616462
407	0.4981413801
408	0.4978595899
409	0.4971818519
410	0.4967424711
411	0.4962206603
412	0.4958556392
413	0.4953136829
414	0.4947395985
415	0.4942220078
416	0.4935713768
417	0.4933464499
418	0.4931627996
419	0.4925698943
420	0.4918438257
421	0.4910092056
422	0.490216509
423	0.490090646
424	0.4895646459
425	0.4891938029
426	0.4883899555
427	0.4880140607
428	0.4873298539
429	0.4867828151
430	0.4863123844
431	0.4856593508
432	0.4853776222
433	0.4848470632
434	0.4845192219
435	0.4842107559
436	0.4839363585
437	0.4835357594
438	0.4830374516
439	0.4825244506
440	0.4820431771
441	0.4816455043
442	0.480878313
443	0.4804324635
444	0.4799767569
445	0.4795107004
446	0.4790854892
447	0.4785859185
448	0.4781897859
449	0.4777469551
450	0.4771042715
451	0.476720029
452	0.4762876714
453	0.4756746207
454	0.475152317
455	0.4746048161
456	0.4742595092
457	0.4739140174
458	0.4732472762
459	0.4729957043
460	0.4725904538
461	0.4719043988
462	0.4712754535
463	0.4707900524
464	0.4703022794
465	0.4700107245
466	0.469347957
467	0.4687205519
468	0.4682976818
469	0.4681979402
470	0.467787145
471	0.4674792027
472	0.4672344075
473	0.4667846768
474	0.4664912429
475	0.4661758462
476	0.4659053917
477	0.4654822752
478	0.4647736413
479	0.4643488922
480	0.4638796629
481	0.4635952236
482	0.4631574447
483	0.4626110835
484	0.4620515384
485	0.4616605807
486	0.4610464211
487	0.4607185489
488	0.4601257669
489	0.4598064581
490	0.4593336556
491	0.45888642
492	0.4583218539
493	0.45785053
494	0.4575553403
495	0.4571714982
496	0.4565509931
497	0.4560930378
498	0.4556297536
499	0.4552279839
500	0.4550220627
501	0.4545268352
502	0.4540913049
503	0.4535477469
504	0.4529137498
505	0.4523875649
506	0.4518166533
507	0.4515065239
508	0.451301496
509	0.4510177036
510	0.4502871993
511	0.4498123945
512	0.4494669644
513	0.449007931
514	0.4487436064
515	0.448374242
516	0.4478881632
517	0.4477449886
518	0.4472767759
519	0.4467521927
520	0.4461281144
521	0.4456676024
522	0.4449895564
523	0.4447586536
524	0.4443676035
525	0.4439949739
526	0.4437250738
527	0.4432229156
528	0.4428875274
529	0.4427295672
530	0.4424446967
531	0.4421540659
532	0.4417490002
533	0.441424424
534	0.4407952631
535	0.4404470299
536	0.4400401468
537	0.4398487648
538	0.4395509568
539	0.4390029322
540	0.4385435292
541	0.4383016604
542	0.4379600191
543	0.4377518184
544	0.4373956378
545	0.4368546056
546	0.4362544924
547	0.4359201207
548	0.4356019516
549	0.4349659831
550	0.4345491197
551	0.434152217
552	0.4336783671
553	0.4332703135
554	0.4329530378
555	0.4324184743
556	0.4318154655
557	0.4315831457
558	0.4311979175
559	0.430831541
560	0.4304596815
561	0.4300212864
562	0.4294820716
563	0.4291727124
564	0.4286997866
565	0.4281074051
566	0.4276768341
567	0.4273656882
568	0.4271754768
569	0.4269314209
570	0.4265783823
571	0.4259610499
572	0.425497242
573	0.4252076277
574	0.4246385028
575	0.4240683921
576	0.4236030748
577	0.4233129061
578	0.4230091839
579	0.4226880577
580	0.4223702582
581	0.4221237688
582	0.4216554945
583	0.4214433201
584	0.4211770549
585	0.4207568339
586	0.4203438826
587	0.4197296613
588	0.4196100206
589	0.4193857714
590	0.4190817411
591	0.4185336241
592	0.4179529478
593	0.4176544314
594	0.4174998595
595	0.4171656111
596	0.4165882616
597	0.4163338557
598	0.4157604182
599	0.415238207
600	0.4149375651
601	0.4147481237
602	0.4140608366
603	0.4137420515
604	0.4131429547
605	0.4126478813
606	0.4124450712
607	0.4120187512
608	0.4115899052
609	0.410978025
610	0.4105683389
611	0.4100813668
612	0.4098435948
613	0.4095560751
614	0.4092361811
615	0.408706885
616	0.4083472853
617	0.4081612939
618	0.4077280738
619	0.4072135018
620	0.4067237266
621	0.4064243477
622	0.4060800264
623	0.4055942557
624	0.4051251188
625	0.4047201147
626	0.4041751397
627	0.4038955982
628	0.4036217245
629	0.4033573075
630	0.403204553
631	0.4028849978
632	0.4023515741
633	0.4020449255
634	0.4017308841
635	0.4013974057
636	0.4010317069
637	0.4006611411
638	0.4003848339
639	0.3998999257
640	0.3994661204
641	0.3990434659
642	0.3987355544
643	0.3985368104
644	0.3983081254
645	0.3978676974
646	0.3976541677
647	0.3973534026
648	0.3969120504
649	0.396512745
650	0.3961187994
651	0.3958888823
652	0.3954514113
653	0.3950841723
654	0.3947583332
655	0.3944877555
656	0.3940529953
657	0.3937517373
658	0.3931917302
659	0.3929538658
660	0.3927021398
661	0.3924576834
662	0.3921180135
663	0.3918552907
664	0.3916715788
665	0.3912719961
666	0.3910882842
667	0.3907227702
668	0.3904926375
669	0.3900656089
670	0.3895017206
671	0.3889982686
672	0.3883952906
673	0.3881186138
674	0.38777266
675	0.387501343
676	0.3872822995
677	0.3868171979
678	0.3865624532
679	0.3862510917
680	0.3859940675
681	0.3855253927
682	0.3850856115
683	0.3845740274
684	0.384251207
685	0.3839930123
686	0.3834299248
687	0.3830909634
688	0.382768297
689	0.382597923
690	0.382122071
691	0.3817596989
692	0.3812920406
693	0.3810711489
694	0.3807151531
695	0.3803963988
696	0.3801920486
697	0.3797293496
698	0.3793458772
699	0.3788597984
700	0.3785705538
701	0.3781707863
702	0.3778426677
703	0.3776600031
704	0.3774045191
705	0.3769339652
706	0.3767533337
707	0.3763859407
708	0.3760342574
709	0.3757415628
710	0.3754429539
711	0.3751284505
712	0.3749070351
713	0.3746264155
714	0.3743955743
715	0.3740055715
716	0.3737600678
717	0.3733076572
718	0.3730414536
719	0.3727332032
720	0.3724684474
721	0.3722212187
722	0.3719205768
723	0.3717258373
724	0.3715338084
725	0.3712337826
726	0.3708778485
727	0.3705214831
728	0.370174944
729	0.3698861307
730	0.3696935473
731	0.3692341135
732	0.3689731157
733	0.3684925199
734	0.3680709436
735	0.3675905634
736	0.3673515593
737	0.3671738849
738	0.3670906847
739	0.3666389518
740	0.3663888584
741	0.3658895649
742	0.3656939012
743	0.3653386756
744	0.364986099
745	0.3645722235
746	0.3643533957
747	0.3638510526
748	0.3636067811
749	0.3634686583
750	0.3632032248
751	0.3629969339
752	0.3624945293
753	0.3622105829
754	0.3619400052
755	0.3617532437
756	0.3614823888
757	0.3611058163
758	0.3608254739
759	0.3605475034
760	0.3603043408
761	0.3597432247
762	0.3594032776
763	0.3592361996
764	0.3589042305
765	0.3584874287
766	0.3580154579
767	0.3576990755
768	0.3572883727
769	0.3570132977
770	0.3567224513
771	0.356491949
772	0.3561696522
773	0.355904804
774	0.3556564048
775	0.3551815692
776	0.354943674
777	0.3544784492
778	0.354312326
779	0.3538218423
780	0.3535093411
781	0.3532082679
782	0.3530323185
783	0.3526438867
784	0.3523017217
785	0.3520584975
786	0.3518229742
787	0.351486477
788	0.3513285784
789	0.3509021968
790	0.3505431207
791	0.3502361025
792	0.3500294728
793	0.3495905541
794	0.3493232723
795	0.3488653787
796	0.348534149
797	0.3481487667
798	0.3479208518
799	0.3476842196
800	0.3473746138
801	0.3472293755
802	0.3467972952
803	0.3466096712
804	0.3462784415
805	0.3457420914
806	0.3454889793
807	0.3451803285
808	0.3445756871
809	0.3442631859
810	0.3440816918
811	0.3439037093
812	0.3436196397
813	0.3433910779
814	0.3431760697
815	0.3428584859
816	0.3426454491
817	0.3424661421
818	0.3422088406
819	0.3420116984
820	0.341730894
821	0.3412918521
822	0.3408800404
823	0.3404972149
824	0.3401787378
825	0.3397851002
826	0.33951366
827	0.3393508636
828	0.3392586688
829	0.3389823925
830	0.3385381448
831	0.3382868193
832	0.337850026
833	0.3375874572
834	0.3374778585
835	0.3371817755
836	0.3368999853
837	0.3365570811
838	0.3361779519
839	0.3359108242
840	0.335768697
841	0.3353588876
842	0.3350552269
843	0.33494378
844	0.3344320727
845	0.334160078
846	0.3339886259
847	0.3337355445
848	0.3335761982
849	0.3334058242
850	0.3330791841
851	0.3326834211
852	0.3324163242
853	0.3322415453
854	0.3320298946
855	0.3319425668
856	0.3316668757
857	0.3313133443
858	0.3308344735
859	0.3306486053
860	0.3303985119
861	0.3300820062
862	0.3299334411
863	0.3296113908
864	0.3292668231
865	0.3290999915
866	0.3287443962
867	0.3283603077
868	0.3279404564
869	0.3276295569
870	0.3273002062
871	0.3269696849
872	0.3267716186
873	0.3264815115
874	0.3262842461
875	0.326026113
876	0.3256954069
877	0.3253165242
878	0.3250833111
879	0.3249632083
880	0.3247104042
881	0.3243347251
882	0.3239988748
883	0.3235884185
884	0.3232120925
885	0.3228650298
886	0.3225726432
887	0.3223475622
888	0.3221704423
889	0.3219957866
890	0.321618136
891	0.3212029668
892	0.3209803193
893	0.3206834046
894	0.3205441113
895	0.3203184759
896	0.3199698422
897	0.31968836
898	0.3192849578
899	0.3190574433
900	0.3187775629
901	0.3185056915
902	0.3183098738
903	0.3180812812
904	0.3178610364
905	0.317463148
906	0.3172577812
907	0.3170546631
908	0.3167823604
909	0.3165830311
910	0.3162369541
911	0.316023486
912	0.3158039189
913	0.3154740137
914	0.3152862973
915	0.3150837337
916	0.3148701116
917	0.3145963611
918	0.3142131659
919	0.3137655915
920	0.3136516186
921	0.3135248315
922	0.3133291371
923	0.3131544506
924	0.3129918699
925	0.3126909815
926	0.3125000616
927	0.3123167193
928	0.3119711044
929	0.3118330124
930	0.3117544327
931	0.3113671715
932	0.3110863054
933	0.3107329896
934	0.3105280233
935	0.3101446741
936	0.3097949006
937	0.3096048432
938	0.3094263679
939	0.309028387
940	0.3088751705
941	0.3085776706
942	0.3084427822
943	0.3081149408
944	0.3077589143
945	0.3076123514
946	0.3072755462
947	0.3068933367
948	0.3066487263
949	0.3064207498
950	0.3062005666
951	0.3059903329
952	0.3059082724
953	0.3057878925
954	0.305509275
955	0.3051054723
956	0.3048496187
957	0.3045669968
958	0.3042106006
959	0.3039427952
960	0.3038614125
961	0.3035960097
962	0.3032696161
963	0.3031164613
964	0.3029698984
965	0.3028597451
966	0.3027495919
967	0.3024711593
968	0.3022758653
969	0.3021713491
970	0.3020131117
971	0.3018861706
972	0.3015648287
973	0.3013561352
974	0.3011969121
975	0.3008242516
976	0.3005677203
977	0.3003778477
978	0.2999225724
979	0.299839095
980	0.2995650057
981	0.2993347189
982	0.2990386359
983	0.2988035438
984	0.2986320301
985	0.2984449914
986	0.298201644
987	0.2977697177
988	0.2975626875
989	0.2972006851
990	0.2971313157
991	0.2970446655
992	0.296677981
993	0.2964886628
994	0.2963114813
995	0.2961196064
996	0.2958931393
997	0.2955465694
998	0.2952936113
999	0.2949286518
